date,state,district,pincode,demo_age_5_17,demo_age_17_,total_population,youth_ratio,pop_change,shock_score,ml_flag,ml_score,severity,reason,confidence,is_severe,persistence,impact_score,recommended_action,state_avg_youth_ratio,peer_deviation,early_warning,data_trust_score
2025-01-03,Chhattisgarh,Balrampur,497118,88,783,871,0.1010332950631458,443.0,3.2273429934953697,-1,-0.0589370584717378,SEVERE,Large population swing,-0.165,True,0.09523809523809523,1.326,Immediate audit & field verification,0.10908089573903966,-0.008,False,0.45
2025-01-06,Telangana,K.v. Rangareddy,500070,164,909,1073,0.15284249767008387,978.0,7.050680886451407,-1,-0.07372064472576867,SEVERE,Sudden demographic shock; Large population swing,-0.206,True,0.030303030303030304,1.326,Immediate audit & field verification,0.16032531050093268,-0.007,False,0.48
2025-01-07,Madhya Pradesh,Narsinghpur,487001,155,676,831,0.1865222623345367,231.0,1.7123006882492384,-1,-0.045194365043885854,SEVERE,Large population swing,-0.127,True,0.07894736842105263,1.326,Immediate audit & field verification,0.13380530763173754,0.053,False,0.46
2025-01-07,Chhattisgarh,Surguja,497114,64,926,990,0.06464646464646465,535.0,3.8848141825644453,-1,-0.06744824090882084,SEVERE,Ageing population; Large population swing,-0.189,True,0.05555555555555555,1.326,Immediate audit & field verification,0.10908089573903966,-0.044,False,0.47
2025-01-05,Madhya Pradesh,Shahdol,484771,171,854,1025,0.16682926829268294,-391.0,-2.7327762639351643,-1,-0.08007981476248716,SEVERE,Large population swing,-0.224,True,0.07317073170731707,1.326,Immediate audit & field verification,0.13380530763173754,0.033,False,0.46
2025-01-03,Chhattisgarh,Balrampur,497118,88,783,871,0.1010332950631458,443.0,3.2273429934953697,-1,-0.0589370584717378,SEVERE,Large population swing,-0.165,True,0.09523809523809523,1.326,Immediate audit & field verification,0.10908089573903966,-0.008,False,0.45
2025-01-07,Madhya Pradesh,Mandsaur,458001,156,800,956,0.16317991631799164,468.0,3.4060036426989226,-1,-0.06533219797114842,SEVERE,Large population swing,-0.183,True,0.06666666666666667,1.326,Immediate audit & field verification,0.13380530763173754,0.029,False,0.47
2025-01-07,Karnataka,Bengaluru,562125,120,792,912,0.13157894736842105,192.0,1.4335900754916955,-1,-0.041733328629802835,SEVERE,Large population swing,-0.117,True,0.023255813953488372,1.326,Immediate audit & field verification,0.12482118961424254,0.007,False,0.49
2025-01-05,Karnataka,Koppal,583238,171,536,707,0.24186704384724186,120.0,0.9190474057854624,-1,-0.018989617902410494,SEVERE,Multi-factor deviation,-0.053,True,0.0851063829787234,1.325,Immediate audit & field verification,0.12482118961424254,0.117,False,0.46
2025-01-06,Chandigarh,Chandigarh,160101,97,836,933,0.10396570203644159,-488.0,-3.4259795828449504,-1,-0.07833180195537093,SEVERE,Large population swing,-0.219,True,0.1111111111111111,1.325,Immediate audit & field verification,0.11219030321304929,-0.008,False,0.44
2025-01-06,Andhra Pradesh,Srikakulam,532421,80,620,700,0.11428571428571428,-126.0,-0.8389733823775007,-1,-0.004929365251487017,SEVERE,Multi-factor deviation,-0.014,True,0.05128205128205128,1.325,Immediate audit & field verification,0.15531138569274908,-0.041,False,0.47
2025-01-05,Madhya Pradesh,Shahdol,484110,98,814,912,0.1074561403508772,-386.0,-2.6970441340944533,-1,-0.07182456800938608,SEVERE,Large population swing,-0.201,True,0.10526315789473684,1.325,Immediate audit & field verification,0.13380530763173754,-0.026,False,0.45
2025-01-06,Madhya Pradesh,Sagar,470339,111,554,665,0.16691729323308271,-122.0,-0.8103876785049322,-1,-0.003373109250084161,SEVERE,Multi-factor deviation,-0.009,True,0.06976744186046512,1.325,Immediate audit & field verification,0.13380530763173754,0.033,False,0.47
2025-02-12,Uttar Pradesh,Pilibhit,262122,27,599,626,0.04313099041533546,553.0,4.013449849991003,-1,-0.04334871067908741,SEVERE,Ageing population; Large population swing,-0.121,True,0.20930232558139536,1.324,Immediate audit & field verification,0.1148424654950211,-0.072,False,0.4
2025-01-05,Chhattisgarh,Janjgir-champa,495689,95,1094,1189,0.0798990748528175,-633.0,-4.4622113482255585,-1,-0.09976327014433495,SEVERE,Ageing population; Large population swing,-0.279,True,0.04878048780487805,1.324,Immediate audit & field verification,0.10908089573903966,-0.029,False,0.48
2025-01-07,Assam,Dhubri,783324,109,794,903,0.12070874861572536,309.0,2.2697219137643243,-1,-0.050589835291557916,SEVERE,Large population swing,-0.142,True,0.047619047619047616,1.324,Immediate audit & field verification,0.08452069033412117,0.036,False,0.48
2025-01-05,Delhi,South Delhi,110076,122,1058,1180,0.10338983050847457,-720.0,-5.083950407453924,-1,-0.11067328294985546,SEVERE,Sudden demographic shock; Large population swing,-0.31,True,0.08333333333333333,1.324,Immediate audit & field verification,0.10480626661134639,-0.001,False,0.46
2025-04-09,Bihar,Nalanda,803110,5,601,606,0.00825082508250825,522.0,3.7919106449785973,-1,-0.039228452357600196,SEVERE,Ageing population; Large population swing,-0.11,True,0.21621621621621623,1.324,Immediate audit & field verification,0.08259998383421771,-0.074,False,0.39
2025-04-11,Maharashtra,Amravati,444702,1,552,553,0.0018083182640144665,485.0,3.527492884157339,-1,-0.02973515511402902,SEVERE,Ageing population; Large population swing,-0.083,True,0.23529411764705882,1.324,Immediate audit & field verification,0.06659235764788345,-0.065,False,0.38
2025-01-03,Andhra Pradesh,Nellore,524002,46,886,932,0.04935622317596566,333.0,2.4412361369997355,-1,-0.05620131011533591,SEVERE,Ageing population; Large population swing,-0.157,True,0.047619047619047616,1.324,Immediate audit & field verification,0.15531138569274908,-0.106,False,0.48
2025-10-11,Maharashtra,Hingoli,431702,1,578,579,0.0017271157167530224,547.0,3.9705712941821507,-1,-0.0347042703024365,SEVERE,Ageing population; Large population swing,-0.097,True,0.225,1.324,Immediate audit & field verification,0.06659235764788345,-0.065,False,0.39
2025-10-11,Maharashtra,Beed,431122,12,502,514,0.023346303501945526,498.0,3.6203964217431865,-1,-0.027624327798570714,SEVERE,Ageing population; Large population swing,-0.077,True,0.2653061224489796,1.324,Immediate audit & field verification,0.06659235764788345,-0.043,False,0.37
2025-01-06,Andhra Pradesh,Ananthapuramu,515004,169,708,877,0.19270239452679588,308.0,2.2625754877961826,-1,-0.05433780742848515,SEVERE,Large population swing,-0.152,True,0.07317073170731707,1.324,Immediate audit & field verification,0.15531138569274908,0.037,False,0.46
2025-01-07,Jammu and Kashmir,Punch,185111,163,694,857,0.19019836639439908,378.0,2.7628253055661314,-1,-0.05959325240341384,SEVERE,Large population swing,-0.167,True,0.1,1.324,Immediate audit & field verification,0.12526297758826527,0.065,False,0.45
2025-01-03,Andhra Pradesh,Visakhapatnam,531116,78,972,1050,0.07428571428571429,774.0,5.592809988950413,-1,-0.06990378749442172,SEVERE,Ageing population; Sudden demographic shock; Large population swing,-0.196,True,0.023809523809523808,1.323,Immediate audit & field verification,0.15531138569274908,-0.081,False,0.49
2025-01-06,Rajasthan,Hanumangarh,335523,130,1275,1405,0.09252669039145907,-2818.0,-20.077152088616106,-1,-0.15222655218259595,SEVERE,Ageing population; Sudden demographic shock; Large population swing,-0.426,True,0.10810810810810811,1.323,Immediate audit & field verification,0.11876048102546506,-0.026,False,0.45
2025-01-03,Karnataka,Bengaluru,560073,129,865,994,0.12977867203219315,796.0,5.75003136024954,-1,-0.06990378749442172,SEVERE,Sudden demographic shock; Large population swing,-0.196,True,0.05263157894736842,1.323,Immediate audit & field verification,0.12482118961424254,0.005,False,0.47
2025-01-07,Chhattisgarh,Jashpur,496225,262,1243,1505,0.17408637873754154,-2212.0,-15.746417951921977,-1,-0.1515541311593691,SEVERE,Sudden demographic shock; Large population swing,-0.424,True,0.07317073170731707,1.323,Immediate audit & field verification,0.10908089573903966,0.065,False,0.46
2025-08-11,Maharashtra,Aurangabad,431001,27,396,423,0.06382978723404255,400.0,2.920046676865258,-1,-0.008948380402552303,SEVERE,Ageing population; Large population swing,-0.025,True,0.3076923076923077,1.323,Immediate audit & field verification,0.06659235764788345,-0.003,False,0.35
2025-01-05,Madhya Pradesh,Indore,452007,78,640,718,0.10863509749303621,147.0,1.1120009069252998,-1,-0.018932014493087457,SEVERE,Large population swing,-0.053,True,0.07142857142857142,1.323,Immediate audit & field verification,0.13380530763173754,-0.025,False,0.46
2025-10-11,Maharashtra,Hingoli,431701,6,450,456,0.013157894736842105,415.0,3.02724306638739,-1,-0.01786131667376245,SEVERE,Ageing population; Large population swing,-0.05,True,0.2962962962962963,1.323,Immediate audit & field verification,0.06659235764788345,-0.053,False,0.35
2025-06-12,Uttar Pradesh,Ghaziabad,201102,13,339,352,0.036931818181818184,351.0,2.569871804426294,-1,-0.001737911240544121,SEVERE,Ageing population; Large population swing,-0.005,True,0.3783783783783784,1.323,Immediate audit & field verification,0.1148424654950211,-0.078,False,0.31
2025-01-03,Punjab,Pathankot,145001,77,947,1024,0.0751953125,510.0,3.706153533360892,-1,-0.06547404468979312,SEVERE,Ageing population; Large population swing,-0.183,True,0.024390243902439025,1.323,Immediate audit & field verification,0.05613257406568673,0.019,False,0.49
2025-01-03,Maharashtra,Mumbai,400078,42,820,862,0.048723897911832945,-266.0,-1.8394730179173981,-1,-0.05485848758258893,SEVERE,Ageing population; Large population swing,-0.154,True,0.08108108108108109,1.323,Immediate audit & field verification,0.06659235764788345,-0.018,False,0.46
2025-01-03,Maharashtra,Mumbai,400078,42,820,862,0.048723897911832945,-266.0,-1.8394730179173981,-1,-0.05485848758258893,SEVERE,Ageing population; Large population swing,-0.154,True,0.08108108108108109,1.323,Immediate audit & field verification,0.06659235764788345,-0.018,False,0.46
2025-01-06,Andhra Pradesh,Kurnool,518463,147,586,733,0.20054570259208732,124.0,0.9476331096580309,-1,-0.014973860626278368,SEVERE,Multi-factor deviation,-0.042,True,0.05128205128205128,1.323,Immediate audit & field verification,0.15531138569274908,0.045,False,0.47
2025-01-06,Madhya Pradesh,Chhindwara,480115,218,539,757,0.28797886393659183,-150.0,-1.0104876056129117,-1,-0.0320677228297962,SEVERE,Multi-factor deviation,-0.09,True,0.08163265306122448,1.323,Immediate audit & field verification,0.13380530763173754,0.154,False,0.46
2025-01-07,Maharashtra,Mumbai City,400008,89,593,682,0.13049853372434017,116.0,0.8904617019128939,-1,-0.0010671392510844813,SEVERE,Multi-factor deviation,-0.003,True,0.046511627906976744,1.323,Immediate audit & field verification,0.06659235764788345,0.064,False,0.48
2025-01-06,Haryana,Mahendragarh,123021,54,651,705,0.07659574468085106,130.0,0.9905116654668836,-1,-0.009061961730395862,SEVERE,Ageing population,-0.025,True,0.05128205128205128,1.322,Immediate audit & field verification,0.11828562350840546,-0.042,False,0.47
2025-03-12,Uttar Pradesh,Saharanpur,247001,32,471,503,0.0636182902584493,380.0,2.7771181575024153,-1,-0.01737114849855126,SEVERE,Ageing population; Large population swing,-0.049,True,0.24324324324324326,1.322,Immediate audit & field verification,0.1148424654950211,-0.051,False,0.38
2025-02-12,Uttar Pradesh,Kanpur Nagar,208001,18,626,644,0.027950310559006212,555.0,4.027742701927288,-1,-0.04402878553316847,SEVERE,Ageing population; Large population swing,-0.123,True,0.19444444444444445,1.322,Immediate audit & field verification,0.1148424654950211,-0.087,False,0.4
2025-01-04,Madhya Pradesh,Seoni,480996,133,565,698,0.19054441260744986,-124.0,-0.8246805304412165,-1,-0.0070390347817913534,SEVERE,Multi-factor deviation,-0.02,True,0.05128205128205128,1.322,Immediate audit & field verification,0.13380530763173754,0.057,False,0.47
2025-01-06,Chhattisgarh,Mungeli,495330,73,901,974,0.07494866529774127,-346.0,-2.4111870953687684,-1,-0.07102430854086594,SEVERE,Ageing population; Large population swing,-0.199,True,0.0625,1.322,Immediate audit & field verification,0.10908089573903966,-0.034,False,0.47
2025-01-06,Karnataka,Koppal,583277,394,637,1031,0.3821532492725509,432.0,3.148732307845806,-1,-0.07771930430891394,SEVERE,Large population swing,-0.218,True,0.05263157894736842,1.322,Immediate audit & field verification,0.12482118961424254,0.257,False,0.47
2025-04-11,Maharashtra,Chandrapur,441206,3,481,484,0.006198347107438017,457.0,3.3273929570493594,-1,-0.021439363051870997,SEVERE,Ageing population; Large population swing,-0.06,True,0.2727272727272727,1.322,Immediate audit & field verification,0.06659235764788345,-0.06,False,0.36
2025-08-09,Bihar,West Champaran,845438,27,509,536,0.05037313432835821,426.0,3.1058537520369534,-1,-0.02213488530483554,SEVERE,Ageing population; Large population swing,-0.062,True,0.225,1.322,Immediate audit & field verification,0.08259998383421771,-0.032,False,0.39
2025-01-07,West Bengal,Bankura,722141,77,754,831,0.09265944645006016,241.0,1.7837649479306597,-1,-0.039359578925946215,SEVERE,Ageing population; Large population swing,-0.11,True,0.05405405405405406,1.322,Immediate audit & field verification,0.05883944813726732,0.034,False,0.47
2025-01-04,Karnataka,Bengaluru,560060,128,866,994,0.12877263581488935,783.0,5.657127822663693,-1,-0.06990378749442172,SEVERE,Sudden demographic shock; Large population swing,-0.196,True,0.05,1.322,Immediate audit & field verification,0.12482118961424254,0.004,False,0.48
2025-01-07,Assam,Barpeta,781316,88,805,893,0.09854423292273236,229.0,1.6980078363129543,-1,-0.04256869643695116,SEVERE,Ageing population; Large population swing,-0.119,True,0.023255813953488372,1.321,Immediate audit & field verification,0.08452069033412117,0.014,False,0.49
2025-01-12,Uttar Pradesh,Saharanpur,247001,24,468,492,0.04878048780487805,335.0,2.45552898893602,-1,-0.014697695367207997,SEVERE,Ageing population; Large population swing,-0.041,True,0.24324324324324326,1.321,Immediate audit & field verification,0.1148424654950211,-0.066,False,0.38
2025-04-11,Maharashtra,Beed,431122,23,447,470,0.04893617021276596,370.0,2.7056538978209943,-1,-0.014323773999207035,SEVERE,Ageing population; Large population swing,-0.04,True,0.2653061224489796,1.321,Immediate audit & field verification,0.06659235764788345,-0.018,False,0.37
2025-11-11,Maharashtra,Yavatmal,445204,1,410,411,0.0024330900243309003,365.0,2.669921767980284,-1,-0.007799165813273001,SEVERE,Ageing population; Large population swing,-0.022,True,0.3142857142857143,1.321,Immediate audit & field verification,0.06659235764788345,-0.064,False,0.34
2025-03-09,Bihar,Nalanda,803110,12,589,601,0.019966722129783693,504.0,3.6632749775520392,-1,-0.04104698238764681,SEVERE,Ageing population; Large population swing,-0.115,True,0.21621621621621623,1.321,Immediate audit & field verification,0.08259998383421771,-0.063,False,0.39
2025-01-04,Madhya Pradesh,Balaghat,481222,239,785,1024,0.2333984375,-363.0,-2.5326763368271843,-1,-0.07748063539731698,SEVERE,Large population swing,-0.217,True,0.05263157894736842,1.321,Immediate audit & field verification,0.13380530763173754,0.1,False,0.47
2025-01-05,Madhya Pradesh,Jabalpur,483225,88,694,782,0.11253196930946291,-213.0,-1.4607124416058657,-1,-0.03599641270650911,SEVERE,Large population swing,-0.101,True,0.07142857142857142,1.321,Immediate audit & field verification,0.13380530763173754,-0.021,False,0.46
2025-01-06,Madhya Pradesh,Shahdol,484770,199,686,885,0.2248587570621469,200.0,1.4907614832368326,-1,-0.049578301028881167,SEVERE,Large population swing,-0.139,True,0.047619047619047616,1.321,Immediate audit & field verification,0.13380530763173754,0.091,False,0.48
2025-01-07,Rajasthan,Udaipur,313011,89,640,729,0.12208504801097393,175.0,1.3121008340332794,-1,-0.025528470425559946,SEVERE,Large population swing,-0.071,True,0.07692307692307693,1.321,Immediate audit & field verification,0.11876048102546506,0.003,False,0.46
2025-01-05,Andhra Pradesh,Kurnool,518222,116,523,639,0.18153364632237873,-124.0,-0.8246805304412165,-1,-0.0001098643208465866,SEVERE,Multi-factor deviation,-0.0,True,0.07142857142857142,1.321,Immediate audit & field verification,0.15531138569274908,0.026,False,0.46
2025-01-06,Madhya Pradesh,Betul,460440,257,633,890,0.28876404494382024,-210.0,-1.4392731637014393,-1,-0.050652943888368496,SEVERE,Large population swing,-0.142,True,0.047619047619047616,1.321,Immediate audit & field verification,0.13380530763173754,0.155,False,0.48
2025-01-04,Haryana,Panchkula,134113,235,630,865,0.27167630057803466,186.0,1.3907115196828428,-1,-0.051246952926495615,SEVERE,Large population swing,-0.143,True,0.06382978723404255,1.321,Immediate audit & field verification,0.11828562350840546,0.153,False,0.47
2025-01-06,Maharashtra,Akola,444001,123,792,915,0.13442622950819672,-295.0,-2.04671937099352,-1,-0.059480655710740016,SEVERE,Large population swing,-0.167,True,0.058823529411764705,1.321,Immediate audit & field verification,0.06659235764788345,0.068,False,0.47
2025-01-06,Andhra Pradesh,Visakhapatnam,530048,140,668,808,0.17326732673267325,161.0,1.2120508704792896,-1,-0.03341943063868347,SEVERE,Multi-factor deviation,-0.094,True,0.046511627906976744,1.32,Immediate audit & field verification,0.15531138569274908,0.018,False,0.48
2025-06-11,Maharashtra,Hingoli,431512,9,557,566,0.015901060070671377,559.0,4.0563284057998565,-1,-0.0343192265589819,SEVERE,Ageing population; Large population swing,-0.096,True,0.225,1.32,Immediate audit & field verification,0.06659235764788345,-0.051,False,0.39
2025-01-04,Madhya Pradesh,Dhar,454552,193,784,977,0.19754350051177072,-394.0,-2.7542155418395904,-1,-0.08084966849822994,SEVERE,Large population swing,-0.226,True,0.08333333333333333,1.32,Immediate audit & field verification,0.13380530763173754,0.064,False,0.46
2025-03-11,Maharashtra,Hingoli,431512,12,567,579,0.02072538860103627,539.0,3.9133998864370136,-1,-0.038140750627929654,SEVERE,Ageing population; Large population swing,-0.107,True,0.225,1.32,Immediate audit & field verification,0.06659235764788345,-0.046,False,0.39
2025-01-05,Madhya Pradesh,Raisen,464881,147,583,730,0.20136986301369864,127.0,0.9690723875624573,-1,-0.01626367464039291,SEVERE,Multi-factor deviation,-0.046,True,0.04878048780487805,1.32,Immediate audit & field verification,0.13380530763173754,0.068,False,0.48
2025-01-06,Madhya Pradesh,Mandla,481662,218,644,862,0.2529002320185615,210.0,1.5622257429182538,-1,-0.05164086507826171,SEVERE,Large population swing,-0.145,True,0.061224489795918366,1.319,Immediate audit & field verification,0.13380530763173754,0.119,False,0.47
2025-01-05,Andhra Pradesh,Kurnool,518501,102,647,749,0.13618157543391188,191.0,1.4264436495235533,-1,-0.03293954228240237,SEVERE,Large population swing,-0.092,True,0.07894736842105263,1.319,Immediate audit & field verification,0.15531138569274908,-0.019,False,0.46
2025-11-09,Bihar,West Champaran,845438,32,522,554,0.05776173285198556,551.0,3.999156998054719,-1,-0.031034014224263662,SEVERE,Ageing population; Large population swing,-0.087,True,0.225,1.319,Immediate audit & field verification,0.08259998383421771,-0.025,False,0.39
2025-01-05,Delhi,West Delhi,110087,89,753,842,0.10570071258907364,-272.0,-1.882351573726251,-1,-0.049436629253472475,SEVERE,Large population swing,-0.138,True,0.06818181818181818,1.319,Immediate audit & field verification,0.10480626661134639,0.001,False,0.47
2025-01-05,Rajasthan,Ajmer,305801,148,1187,1335,0.11086142322097378,-1103.0,-7.821031553252358,-1,-0.12908000078050375,SEVERE,Sudden demographic shock; Large population swing,-0.361,True,0.05714285714285714,1.318,Immediate audit & field verification,0.11876048102546506,-0.008,False,0.47
2025-01-05,Madhya Pradesh,Balaghat,481445,104,540,644,0.16149068322981366,-186.0,-1.2677589404660283,-1,-0.017825514055727854,SEVERE,Large population swing,-0.05,True,0.1111111111111111,1.318,Immediate audit & field verification,0.13380530763173754,0.028,False,0.44
2025-01-07,Madhya Pradesh,Mandla,481662,163,558,721,0.2260748959778086,-141.0,-0.9461697718996326,-1,-0.02081418225654741,SEVERE,Multi-factor deviation,-0.058,True,0.061224489795918366,1.318,Immediate audit & field verification,0.13380530763173754,0.092,False,0.47
2025-01-04,Tamil Nadu,Kancheepuram,600063,63,603,666,0.0945945945945946,-146.0,-0.9819019017403433,-1,-0.0030349251480951134,SEVERE,Ageing population; Large population swing,-0.008,True,0.05263157894736842,1.318,Immediate audit & field verification,0.171714624054223,-0.077,False,0.47
2025-01-03,Madhya Pradesh,Harda,461331,168,761,929,0.18083961248654468,691.0,4.999656633594617,-1,-0.07010576678563174,SEVERE,Large population swing,-0.196,True,0.07317073170731707,1.318,Immediate audit & field verification,0.13380530763173754,0.047,False,0.46
2025-01-07,Rajasthan,Hanumangarh,335526,84,661,745,0.11275167785234899,189.0,1.4121507975872691,-1,-0.02987048872428777,SEVERE,Large population swing,-0.084,True,0.07142857142857142,1.318,Immediate audit & field verification,0.11876048102546506,-0.006,False,0.46
2025-01-03,Andhra Pradesh,Srikakulam,532127,86,804,890,0.09662921348314607,570.0,4.13493909144942,-1,-0.06306891483301247,SEVERE,Ageing population; Large population swing,-0.177,True,0.07692307692307693,1.318,Immediate audit & field verification,0.15531138569274908,-0.059,False,0.46
2025-01-04,Madhya Pradesh,Balaghat,481226,184,633,817,0.2252141982864137,-214.0,-1.4678588675740079,-1,-0.046641244599919474,SEVERE,Large population swing,-0.131,True,0.07317073170731707,1.318,Immediate audit & field verification,0.13380530763173754,0.091,False,0.46
2025-01-06,Andhra Pradesh,Chittoor,517214,129,530,659,0.19575113808801214,133.0,1.01195094337131,-1,-0.007210921741779619,SEVERE,Large population swing,-0.02,True,0.06976744186046512,1.318,Immediate audit & field verification,0.15531138569274908,0.04,False,0.47
2025-01-03,Maharashtra,Mumbai Suburban,400086,69,586,655,0.10534351145038168,134.0,1.0190973693394523,-1,-0.0009320360740658895,SEVERE,Large population swing,-0.003,True,0.05555555555555555,1.318,Immediate audit & field verification,0.06659235764788345,0.039,False,0.47
2025-01-07,Rajasthan,Hanumangarh,335803,135,836,971,0.13903192584963955,692.0,5.006803059562759,-1,-0.06970186285838542,SEVERE,Sudden demographic shock; Large population swing,-0.195,True,0.05,1.318,Immediate audit & field verification,0.11876048102546506,0.02,False,0.48
2025-01-03,Andhra Pradesh,Srikakulam,532127,86,804,890,0.09662921348314607,570.0,4.13493909144942,-1,-0.06306891483301247,SEVERE,Ageing population; Large population swing,-0.177,True,0.07692307692307693,1.318,Immediate audit & field verification,0.15531138569274908,-0.059,False,0.46
2025-01-03,Telangana,Khammam,507209,89,907,996,0.0893574297188755,772.0,5.5785171370141295,-1,-0.06869305898831324,SEVERE,Ageing population; Sudden demographic shock; Large population swing,-0.192,True,0.031746031746031744,1.317,Immediate audit & field verification,0.16032531050093268,-0.071,False,0.48
2025-01-03,Telangana,Suryapet,508204,104,907,1011,0.10286844708209693,823.0,5.942984861389378,-1,-0.07010576678563174,SEVERE,Sudden demographic shock; Large population swing,-0.196,True,0.02857142857142857,1.317,Immediate audit & field verification,0.16032531050093268,-0.057,False,0.49
2025-01-05,Jammu and Kashmir,Pulwama,192301,158,748,906,0.17439293598233996,-435.0,-3.0472190065334175,-1,-0.08233493522123314,SEVERE,Large population swing,-0.23,True,0.11764705882352941,1.317,Immediate audit & field verification,0.12526297758826527,0.049,False,0.44
2025-07-11,Maharashtra,Nanded,431709,5,481,486,0.0102880658436214,445.0,3.2416358454316536,-1,-0.021061793615175572,SEVERE,Ageing population; Large population swing,-0.059,True,0.2564102564102564,1.317,Immediate audit & field verification,0.06659235764788345,-0.056,False,0.37
2025-01-03,Maharashtra,Mumbai Suburban,400066,66,841,907,0.07276736493936053,467.0,3.3988572167307805,-1,-0.061123002939881044,SEVERE,Ageing population; Large population swing,-0.171,True,0.058823529411764705,1.317,Immediate audit & field verification,0.06659235764788345,0.006,False,0.47
2025-01-05,Jammu and Kashmir,Shupiyan,192303,286,923,1209,0.23655913978494625,-699.0,-4.933875462122939,-1,-0.11290307197610128,SEVERE,Large population swing,-0.316,True,0.058823529411764705,1.317,Immediate audit & field verification,0.12526297758826527,0.111,False,0.47
2025-04-11,Maharashtra,Nanded,431709,4,481,485,0.008247422680412371,424.0,3.091560900100669,-1,-0.02087308552049616,SEVERE,Ageing population; Large population swing,-0.058,True,0.2564102564102564,1.317,Immediate audit & field verification,0.06659235764788345,-0.058,False,0.37
2025-01-03,Uttar Pradesh,Kasganj,207246,50,924,974,0.0513347022587269,917.0,6.614748902394737,-1,-0.07108025355697367,SEVERE,Ageing population; Sudden demographic shock; Large population swing,-0.199,True,0.05,1.317,Immediate audit & field verification,0.1148424654950211,-0.064,False,0.48
2025-01-07,Delhi,Shahdara,110093,301,942,1243,0.24215607401448108,-748.0,-5.284050334561903,-1,-0.11847597118382391,SEVERE,Sudden demographic shock; Large population swing,-0.332,True,0.0625,1.317,Immediate audit & field verification,0.10480626661134639,0.137,False,0.47
2025-01-07,Madhya Pradesh,Vidisha,464224,178,476,654,0.27217125382262997,122.0,0.9333402577217467,-1,-0.013205542251370495,SEVERE,Multi-factor deviation,-0.037,True,0.08695652173913043,1.317,Immediate audit & field verification,0.13380530763173754,0.138,False,0.46
2025-06-09,Bihar,Kishanganj,855116,12,430,442,0.027149321266968326,368.0,2.69136104588471,-1,-0.012566891077165687,SEVERE,Ageing population; Large population swing,-0.035,True,0.27906976744186046,1.316,Immediate audit & field verification,0.08259998383421771,-0.055,False,0.36
2025-01-06,Punjab,Mansa,151505,61,805,866,0.07043879907621248,-325.0,-2.2611121500377838,-1,-0.06376899601351971,SEVERE,Ageing population; Large population swing,-0.179,True,0.08571428571428572,1.316,Immediate audit & field verification,0.05613257406568673,0.014,False,0.46
2025-01-03,Andhra Pradesh,Nellore,524004,46,847,893,0.051511758118701005,244.0,1.805204225835086,-1,-0.046764973443150004,SEVERE,Ageing population; Large population swing,-0.131,True,0.022222222222222223,1.316,Immediate audit & field verification,0.15531138569274908,-0.104,False,0.49
2025-01-03,Telangana,Vikarabad,501141,232,684,916,0.25327510917030566,839.0,6.057327676879652,-1,-0.0779038107793193,SEVERE,Sudden demographic shock; Large population swing,-0.218,True,0.0975609756097561,1.316,Immediate audit & field verification,0.16032531050093268,0.093,False,0.45
2025-04-11,Maharashtra,Hingoli,431702,4,527,531,0.007532956685499058,493.0,3.5846642919024756,-1,-0.02660034312657289,SEVERE,Ageing population; Large population swing,-0.074,True,0.225,1.316,Immediate audit & field verification,0.06659235764788345,-0.059,False,0.39
2025-01-06,Madhya Pradesh,Chhindwara,480224,119,591,710,0.1676056338028169,-210.0,-1.4392731637014393,-1,-0.03709423562935188,SEVERE,Large population swing,-0.104,True,0.1111111111111111,1.316,Immediate audit & field verification,0.13380530763173754,0.034,False,0.44
2025-07-11,Maharashtra,Hingoli,431512,8,524,532,0.015037593984962405,531.0,3.8562284786918766,-1,-0.02746864986850983,SEVERE,Ageing population; Large population swing,-0.077,True,0.225,1.315,Immediate audit & field verification,0.06659235764788345,-0.052,False,0.39
2025-01-07,Madhya Pradesh,Indore,452011,80,585,665,0.12030075187969924,142.0,1.0762687770845891,-1,-0.010161782543309683,SEVERE,Large population swing,-0.028,True,0.06451612903225806,1.315,Immediate audit & field verification,0.13380530763173754,-0.014,False,0.47
2025-01-09,Bihar,Kishanganj,855101,17,567,584,0.02910958904109589,-5340.0,-38.10043838027055,-1,-0.14597180300826884,SEVERE,Ageing population; Sudden demographic shock; Large population swing,-0.409,True,0.5106382978723404,1.315,Immediate audit & field verification,0.08259998383421771,-0.053,False,0.24
2025-01-06,Himachal Pradesh,Sirmaur,173025,75,717,792,0.0946969696969697,345.0,2.526993248617441,-1,-0.047896349946974004,SEVERE,Ageing population; Large population swing,-0.134,True,0.08333333333333333,1.315,Immediate audit & field verification,0.13915786199551597,-0.044,False,0.46
2025-09-09,Bihar,Nalanda,803110,9,547,556,0.01618705035971223,509.0,3.6990071073927497,-1,-0.03260689920213378,SEVERE,Ageing population; Large population swing,-0.091,True,0.21621621621621623,1.315,Immediate audit & field verification,0.08259998383421771,-0.066,False,0.39
2025-01-05,West Bengal,Birbhum,731303,98,589,687,0.14264919941775836,-144.0,-0.967609049804059,-1,-0.009878943662212092,SEVERE,Large population swing,-0.028,True,0.04878048780487805,1.315,Immediate audit & field verification,0.05883944813726732,0.084,False,0.48
